,Name_Firs_Last,Birth_Date,Date,Prefer_Game,Visits,Avg_Bet,Player_Type,Total_Bet,Balance,Bonus,Bonus_From_Points,Match_Pay,Tombola_Game,Total_Bonuses,Clean_Balance,Bonus_Percent_of_Bet,Bonus_Percent_of_Lose,Play_Percent,New_Customers,Hold_On_Sept,Hold_On_Okt,Holded,Total_Bet_range
324,Spouse Videos,05-10-97,01-08-18,SLOTS,1,0.569872772,Слаб,163.4493639,20.64936386,0,0,0,0,20.64936386,0,0,0.87366507,NA,NA,NA,NA,0,100-500
325,Cajun Rivals,22-11-70,01-08-18,SLOTS,1,0.449807661,Слаб,1455.309608,150.0696078,0,0,0,0,150.0696078,0,0,0.896881319,NA,NA,NA,NA,0,1000-5000
326,Date Patrol,21-10-58,01-08-18,SLOTS,4,0.739057258,Слаб,2991.671499,366.7914991,0,130,0,130,236.7914991,0.043453969,0.35442479,0.920849766,Yes,NA,NA,NA,0,1000-5000
327,Colonial Dynasty,02-08-79,01-08-18,SLOTS,1,1.873052774,Среден,9341.029365,-481.4606349,0,0,0,0,-481.4606349,0,0,1.051542567,NA,NA,NA,NA,0,5000-20000
328,College School,01-01-75,01-08-18,SLOTS,1,1.32722974,Среден,3320.104459,710.0044595,0,0,0,0,710.0044595,0,0,0.786149964,NA,NA,NA,NA,0,1000-5000
329,Love Rivals,10-10-10,01-08-18,SLOTS,1,0.695652174,Слаб,16.69565217,14.69565217,0,0,0,0,14.69565217,0,0,0.119791667,NA,NA,NA,NA,0,0-100
330,Baggage Exes,24-02-74,01-08-18,SLOTS,2,0.737598296,Слаб,6761.65,728.04,150,65,0,80,648.04,0.011831432,0.109884072,0.904159488,Yes,NA,NA,NA,0,5000-20000
331,Whale Blitz,07-01-72,01-08-18,SLOTS,1,0.266292174,Новак,265.358547,50.05854701,0,0,0,0,50.05854701,0,0,0.811355061,NA,NA,NA,NA,0,100-500
332,Justice Secrets,10-10-10,01-08-18,SLOTS,2,1.606393223,Среден,452.6511458,99.75114579,0,0,0,0,99.75114579,0,0,0.779629088,NA,NA,NA,NA,0,100-500
333,Logging Loser,27-01-78,01-08-18,SLOTS,1,0.337064677,Новак,67.75,-15.28,0,0,0,0,-15.28,0,0,1.225535055,Yes,NA,NA,NA,0,0-100
334,Auction Behavior,19-11-91,01-08-18,SLOTS,1,0.230921053,Новак,17.78092105,9.980921053,0,0,0,0,9.980921053,0,0,0.438672439,Yes,NA,NA,NA,0,0-100
335,American Marvels,08-03-87,01-08-18,SLOTS,1,0.204405699,Новак,312.2088114,29.5588114,0,0,0,0,29.5588114,0,0,0.905323584,Yes,NA,NA,NA,0,100-500
336,Fear Videos,03-08-87,01-08-18,SLOTS,1,0.199438202,Новак,71.1994382,9.999438202,0,0,0,0,9.999438202,0,0,0.859557344,NA,NA,NA,NA,0,0-100
337,Boot Camp Jail,21-06-99,01-08-18,SLOTS,1,0.342223787,Новак,109.2766714,44.17667136,0,0,0,0,44.17667136,0,0,0.595735569,NA,NA,NA,NA,0,100-500
338,Renovation Pitmasters,06-01-99,01-08-18,SLOTS,1,0.217613636,Новак,76.6,5,0,0,0,0,5,0,0,0.934725849,Yes,NA,NA,NA,0,0-100
339,Wedding Ladies,28-03-84,01-08-18,SLOTS,2,1.808797938,Среден,7352.519298,-1686.680702,0,0,0,0,-1686.680702,0,0,1.229401737,NA,NA,NA,NA,0,5000-20000
340,Casino Ship,11-05-88,01-08-18,SLOTS,1,0.673846154,Слаб,87.6,19.9,0,0,0,0,19.9,0,0,0.77283105,Yes,NA,NA,NA,0,0-100
341,Warrior Wives,17-01-86,01-08-18,SLOTS,1,2.184991119,Хубав,1351.869982,-148.6300178,0,0,0,0,-148.6300178,0,0,1.109944018,NA,NA,NA,NA,0,1000-5000
342,Ax Intervention,24-03-64,01-08-18,SLOTS,1,0.803842593,Среден,174.4338426,68.38384259,0,0,0,0,68.38384259,0,0,0.607966885,NA,NA,NA,NA,0,100-500
343,Ax Behavior,15-02-84,01-08-18,SLOTS,1,0.26441912,Новак,876.4,129.72,0,0,0,0,129.72,0,0,0.851985395,NA,NA,NA,NA,0,500-1000
344,Wedding Jail,18-08-75,01-08-18,SLOTS,1,0.200113704,Новак,1077.500227,4.900227407,0,0,0,0,4.900227407,0,0,0.995452226,NA,NA,NA,NA,0,1000-5000
345,Ancient Family,18-08-73,01-08-18,SLOTS,1,0.232861998,Новак,380.481448,34.33144799,0,0,0,0,34.33144799,0,0,0.909768405,NA,NA,NA,NA,0,100-500
346,UFO School,14-09-78,01-08-18,SLOTS,12,0.835296006,Среден,56427.16869,4118.088694,1040,585,0,689,3429.088694,0.01221043,0.167310627,0.939229829,Yes,NA,NA,NA,0,20000-100000
347,Royal Garage,23-06-96,01-08-18,SLOTS,2,0.402772095,Слаб,190.6,-20.25,0,0,0,0,-20.25,0,0,1.106243442,Yes,NA,NA,NA,0,100-500
348,Dog Boss,04-02-85,01-08-18,ROULETTE,1,4.48,Новак,49.28,-11.92,0,0,0,0,-11.92,0,0,1.241883117,NA,NA,NA,NA,0,0-100
349,Myth Family,04-04-68,01-08-18,SLOTS,1,0.692634711,Слаб,1244.341078,25.86107769,0,0,0,0,25.86107769,0,0,0.979217051,Yes,NA,NA,NA,0,1000-5000
350,Treasure Hoarders,27-11-91,01-08-18,SLOTS,1,2.102277337,Хубав,3209.222773,451.3827734,0,60,0,60,391.3827734,0.018696116,0.132924878,0.878044374,Yes,NA,NA,NA,0,1000-5000
351,Nanny Superhero,27-12-96,01-08-18,ROULETTE,2,0.703977273,Новак,39.80795455,-30.08787879,0,0,0,0,-30.08787879,0,0,1.755825792,Yes,NA,NA,NA,0,0-100
352,Renovation Showdown,25-04-73,01-08-18,SLOTS,1,0.438709677,Слаб,163.6387097,29.73870968,0,0,0,0,29.73870968,0,0,0.818266046,NA,NA,NA,NA,0,100-500
353,Basketball Inventor,12-08-98,01-08-18,SLOTS,2,0.324709157,Новак,1557.257242,69.5172418,0,0,0,0,69.5172418,0,0,0.955359179,NA,NA,NA,NA,0,1000-5000
354,Drama Intervention,10-10-10,01-08-18,SLOTS,1,NA,NA,1,30,0,0,0,0,30,0,0,-29,NA,NA,NA,NA,0,0-100
355,Love Office,16-10-92,01-08-18,SLOTS,1,0.212301587,Новак,7.324603175,4.924603175,0,0,0,0,4.924603175,0,0,0.327662802,Yes,NA,NA,NA,0,0-100
356,Sorority Wrangler,08-12-95,01-08-18,SLOTS,1,0.228654189,Новак,39.85730838,-15.24269162,0,0,0,0,-15.24269162,0,0,1.382431535,NA,NA,NA,NA,0,0-100
357,Operation Nation,20-08-74,01-08-18,SLOTS,1,1.137633463,Среден,5218.024769,138.4947693,0,0,0,0,138.4947693,0,0,0.973458392,NA,NA,NA,NA,0,5000-20000
358,Drama Kitchen,10-10-10,01-08-18,SLOTS,1,2.447541201,Хубав,1636.195082,487.3550824,0,0,0,0,487.3550824,0,0,0.702141213,Yes,NA,NA,NA,0,1000-5000
359,Human Star,18-12-89,01-08-18,SLOTS,3,0.210847942,Новак,145.1190739,69.81907394,0,0,0,0,69.81907394,0,0,0.518884237,NA,NA,NA,NA,0,100-500
360,Shark Club,07-09-78,01-08-18,SLOTS,3,0.322720515,Новак,963.3758221,138.7058221,0,0,0,0,138.7058221,0,0,0.856021068,Yes,NA,NA,NA,0,500-1000
361,Fame Apprentice,06-06-49,01-08-18,SLOTS,1,0.373553719,Новак,90.77355372,19.97355372,0,55,0,55,-35.02644628,0.605903347,2.753641178,1.385866201,Yes,NA,NA,NA,0,0-100
362,Modern Queens,25-01-84,01-08-18,SLOTS,1,3.325786441,Хубав,4951.803146,-810.2968542,0,0,0,0,-810.2968542,0,0,1.163636726,NA,NA,NA,NA,0,1000-5000
363,American Truckers,15-12-98,01-08-18,SLOTS,3,0.891236405,Среден,3744.626404,167.8264035,0,0,0,0,167.8264035,0,0,0.95518207,NA,NA,NA,NA,0,1000-5000
364,Cajun Fighter,23-01-91,01-08-18,SLOTS,1,0.282615049,Новак,125.8478451,39.68784515,0,0,0,0,39.68784515,0,0,0.684636276,NA,NA,NA,NA,0,100-500
365,Teen Wedding,25-08-59,01-08-18,SLOTS,2,1.038871131,Среден,3882.709033,295.4890331,0,0,0,0,295.4890331,0,0,0.923896169,Yes,NA,NA,NA,0,1000-5000
366,Fear Job,19-06-89,01-08-18,SLOTS,2,0.899419902,Среден,424.1797829,143.9797829,0,0,0,0,143.9797829,0,0,0.660568965,Yes,NA,NA,NA,0,100-500
367,Road Master,09-09-74,01-08-18,SLOTS,4,0.295370725,Новак,1467.967208,-122.0627924,0,0,0,0,-122.0627924,0,0,1.083150899,Yes,NA,NA,NA,0,1000-5000
368,Rock Star Blitz,30-04-82,01-08-18,SLOTS,1,0.343613445,Новак,51.13084034,34.63084034,0,0,0,0,34.63084034,0,0,0.322701522,Yes,NA,NA,NA,0,0-100
369,Kid Contest,02-01-80,01-08-18,ROULETTE,1,1753.67,Специален,70346,8699,0,0,0,0,8699,0,0,0.876339806,Yes,NA,NA,NA,0,20000-100000
370,Justice Battles,22-07-96,01-08-18,SLOTS,1,21.96354156,Силен,16064.62588,1831.025883,220,520,0,542,1289.025883,0.033738725,0.296008923,0.919759981,Yes,NA,NA,NA,0,5000-20000
371,Wedding Party,05-11-92,01-08-18,SLOTS,1,1.335064935,Среден,618.1350649,140.4350649,0,0,0,0,140.4350649,0,0,0.772808448,NA,NA,NA,NA,0,500-1000
372,Boot Camp House Party,27-09-72,01-08-18,SLOTS,18,1.897833598,Среден,134878.0361,1683.046076,0,1200,0,1200,483.0460765,0.008896927,0.712992958,0.996418645,Yes,NA,NA,NA,0,OVer 100000
373,Survival Battles,01-07-71,01-08-18,SLOTS,1,1.311830028,Среден,3618.83549,672.8854901,0,0,0,0,672.8854901,0,0,0.814060216,NA,NA,NA,NA,0,1000-5000
374,Hollywood Files,30-04-71,01-08-18,SLOTS,1,0.202878303,Новак,40.21151321,4.211513214,0,0,0,0,4.211513214,0,0,0.895265985,NA,NA,NA,NA,0,0-100
375,Music Truckers,16-08-90,01-08-18,SLOTS,1,0.219404553,Новак,626.4,-15.37,0,0,0,0,-15.37,0,0,1.024537037,Yes,NA,NA,NA,0,500-1000
376,Shark Casino,07-01-97,01-08-18,SLOTS,1,2.360195035,Хубав,550.4407801,-180.5592199,0,0,0,0,-180.5592199,0,0,1.328026604,NA,NA,NA,NA,0,500-1000
377,Mountain Model,10-10-10,01-08-18,SLOTS,1,0.764285714,Слаб,22.16428571,4.964285714,0,0,0,0,4.964285714,0,0,0.776023203,NA,NA,NA,NA,0,0-100
378,Survival Kitchen,23-09-70,01-08-18,SLOTS,10,0.773619554,Слаб,74632.19149,2111.301494,1410,430,0,571,1540.301494,0.007650854,0.270449295,0.979361433,Yes,NA,NA,NA,0,20000-100000
379,Spouse Project,02-09-55,01-08-18,SLOTS,1,2.412162162,Хубав,3011.4,-1938.72,0,0,0,0,-1938.72,0,0,1.643793584,Yes,NA,NA,NA,0,1000-5000
380,Auction Casting Call,26-04-99,01-08-18,SLOTS,2,0.254046288,Новак,83.38463027,24.98463027,0,0,0,0,24.98463027,0,0,0.700368879,NA,NA,NA,NA,0,0-100
381,Job Repo,02-02-97,01-08-18,SLOTS,1,0.923076923,Среден,12.92307692,9.923076923,0,0,0,0,9.923076923,0,0,0.232142857,NA,NA,NA,NA,0,0-100
382,Renovation Disasters,22-04-72,01-08-18,SLOTS,1,0.456014473,Слаб,1571.260303,-319.9396966,0,0,0,0,-319.9396966,0,0,1.203619792,Yes,NA,NA,NA,0,1000-5000
383,Frontier Towers,15-09-85,01-08-18,SLOTS,2,0.671700181,Слаб,1463.869966,314.9399661,0,0,0,0,314.9399661,0,0,0.784857963,NA,NA,NA,NA,0,1000-5000
384,Operation Wars,24-10-89,01-08-18,SLOTS,1,NA,NA,1,80,0,0,0,0,80,0,0,-79,Yes,NA,NA,NA,0,0-100
385,Whale Rules,10-10-10,01-08-18,SLOTS,1,1.904968944,Среден,1089.019255,39.41925466,0,0,0,0,39.41925466,0,0,0.963802977,NA,NA,NA,NA,0,1000-5000
386,Nanny Fighter,03-06-98,01-08-18,ROULETTE,7,4.16425737,Новак,418.3116919,83.35169191,0,0,0,0,83.35169191,0,0,0.80074262,Yes,NA,NA,NA,0,100-500
387,Sorority Makeover,22-08-87,01-08-18,SLOTS,1,0.762301587,Слаб,384.2,75,0,0,0,0,75,0,0,0.804789172,Yes,NA,NA,NA,0,100-500
388,Ax Behavior,01-01-96,01-08-18,ROULETTE,2,7.575775652,Слаб,2982.727327,318.727327,0,0,0,0,318.727327,0,0,0.893142318,NA,NA,NA,NA,0,1000-5000
389,Wife Room,16-07-92,01-08-18,SLOTS,1,0.88697201,Среден,736.623944,160.423944,0,0,0,0,160.423944,0,0,0.78221731,NA,NA,NA,NA,0,500-1000
390,The Date,04-12-64,01-08-18,SLOTS,1,0.2,Новак,40.2,4.9,0,0,0,0,4.9,0,0,0.878109453,NA,NA,NA,NA,0,0-100
391,Fish Tank Life,17-11-92,01-08-18,ROULETTE,3,10.70223122,Слаб,8956.56613,745.8661304,0,25,0,25,720.8661304,0.002791248,0.033518079,0.919515346,Yes,NA,NA,NA,0,5000-20000
392,Human Room,18-03-94,01-08-18,SLOTS,2,4.038524935,Хубав,11107.80845,1189.508454,0,40,0,40,1149.508454,0.00360107,0.033627336,0.896513479,NA,NA,NA,NA,0,5000-20000
393,Surf Icon,20-07-93,01-08-18,SLOTS,1,0.39375,Новак,12.99375,9.97375,0,0,0,0,9.97375,0,0,0.232419432,NA,NA,NA,NA,0,0-100
394,Modern Apprentice,07-04-95,01-08-18,SLOTS,1,0.343511061,Новак,416.9305332,-25.30946682,0,0,0,0,-25.30946682,0,0,1.060704278,Yes,NA,NA,NA,0,100-500
395,Logging Haul,16-03-91,01-08-18,SLOTS,2,0.454847473,Слаб,2129.329753,222.8497528,0,40,0,40,182.8497528,0.018785254,0.179493132,0.914128024,Yes,NA,NA,NA,0,1000-5000
396,Pioneer Hunters,16-03-76,01-08-18,SLOTS,5,0.299922705,Новак,4558.626798,-193.9532022,0,20,0,20,-213.9532022,0.004387286,-0.103117658,1.046933696,Yes,NA,NA,NA,0,1000-5000
397,Basketball Aliens,07-08-80,01-08-18,SLOTS,1,0.219916143,Новак,104.9,25.38,0,0,0,0,25.38,0,0,0.758055291,NA,NA,NA,NA,0,100-500
398,Undercover Disasters,14-02-88,01-08-18,SLOTS,1,0.386978716,Новак,130.2839574,-65.01604257,0,0,0,0,-65.01604257,0,0,1.499033372,Yes,NA,NA,NA,0,100-500
399,Whale Files,14-07-87,01-08-18,SLOTS,1,0.789037638,Слаб,1220.934226,-10.46577417,0,0,0,0,-10.46577417,0,0,1.008571939,Yes,NA,NA,NA,0,1000-5000
400,Project Celebrities,26-07-93,01-08-18,SLOTS,2,0.98515625,Среден,71.653125,49.453125,0,0,0,0,49.453125,0,0,0.309825985,Yes,NA,NA,NA,0,0-100
401,Commando Blitz,14-02-00,01-08-18,SLOTS,1,0.401179691,Слаб,172.7923594,29.74235938,0,0,0,0,29.74235938,0,0,0.827872254,NA,NA,NA,NA,0,100-500
402,Comedy Apprentice,04-05-00,01-08-18,SLOTS,4,0.869728044,Среден,4175.670844,200.2708437,0,15,0,15,185.2708437,0.003592237,0.074898571,0.955630879,Yes,NA,NA,NA,0,1000-5000
403,Amateur Project,27-01-97,01-08-18,SLOTS,6,0.419948386,Слаб,6065.930599,890.3005994,100,115,0,125,765.3005994,0.020606896,0.140402017,0.873836242,Yes,NA,NA,NA,0,5000-20000
404,Amish Consignment,16-02-94,01-08-18,SLOTS,1,0.568030147,Слаб,1388.492422,170.2924221,0,0,0,0,170.2924221,0,0,0.877354446,NA,NA,NA,NA,0,1000-5000
405,Bachelor Pitmasters,19-07-96,01-08-18,SLOTS,1,0.511876982,Слаб,110.0421591,79.57215909,0,0,0,0,79.57215909,0,0,0.276893876,NA,NA,NA,NA,0,100-500
406,Action Ninja,18-03-98,01-08-18,SLOTS,1,0.336293436,Новак,87.43629344,21.83629344,0,0,0,0,21.83629344,0,0,0.750260532,NA,NA,NA,NA,0,0-100
407,Pirate Crashers,22-01-93,01-08-18,SLOTS,2,0.924377358,Среден,982.8987547,-509.0212453,0,25,0,25,-534.0212453,0.02543497,-0.049113864,1.543312567,NA,NA,NA,NA,0,500-1000
408,Music Hoarders,04-04-04,01-08-18,SLOTS,1,1.128395941,Среден,237.6567919,42.10679188,0,0,0,0,42.10679188,0,0,0.822825211,NA,NA,NA,NA,0,100-500
409,Single School,23-07-99,01-08-18,SLOTS,1,0.4,Слаб,142.8,-56.8,0,0,0,0,-56.8,0,0,1.397759104,NA,NA,NA,NA,0,100-500
410,Amish Garage,10-10-10,01-08-18,SLOTS,1,0.804217155,Среден,170.7210858,115.9210858,0,0,0,0,115.9210858,0,0,0.320991398,NA,NA,NA,NA,0,100-500
411,UFO Exes,26-02-89,01-08-18,SLOTS,1,0.557681269,Слаб,278.0960876,39.40608761,0,0,0,0,39.40608761,0,0,0.85830046,Yes,NA,NA,NA,0,100-500
412,Tool Videos,12-02-00,01-08-18,ROULETTE,1,1.954545455,Новак,23.45454545,6.454545455,0,0,0,0,6.454545455,0,0,0.724806202,NA,NA,NA,NA,0,0-100
413,UFO Brother,26-11-97,01-08-18,SLOTS,1,0.494557823,Слаб,73.19455782,9.944557823,0,0,0,0,9.944557823,0,0,0.864135284,Yes,NA,NA,NA,0,0-100
414,Job Crew,16-11-77,01-08-18,SLOTS,2,4.724203413,Хубав,6405.243069,1481.353069,0,0,0,0,1481.353069,0,0,0.768728048,Yes,NA,NA,NA,0,5000-20000
415,The Real Hunters,21-04-72,01-08-18,SLOTS,1,4.193514644,Хубав,4013.193515,1102.593515,0,0,0,0,1102.593515,0,0,0.725257825,NA,NA,NA,NA,0,1000-5000
416,Wild House,07-02-96,01-08-18,SLOTS,4,0.200397928,Новак,96.19767808,-10.30232192,0,0,0,0,-10.30232192,0,0,1.107095328,Yes,NA,NA,NA,0,0-100
417,An American Quest,26-07-86,01-08-18,SLOTS,3,0.614247961,Слаб,3029.243313,-205.8966873,0,0,0,0,-205.8966873,0,0,1.067969676,Yes,NA,NA,NA,0,1000-5000
418,Cajun Job,06-12-84,01-08-18,SLOTS,1,1.663905325,Среден,845.2639053,-49.09609467,0,0,0,0,-49.09609467,0,0,1.058083747,NA,NA,NA,NA,0,500-1000
419,Fish Tank Warrior,06-05-98,01-08-18,SLOTS,1,0.208428571,Новак,11.41685714,10.01685714,0,0,0,0,10.01685714,0,0,0.122625691,Yes,NA,NA,NA,0,0-100
420,Ice Road Icon,21-09-53,01-08-18,SLOTS,1,0.25033678,Новак,421.3006736,111.7206736,0,0,0,0,111.7206736,0,0,0.734819618,Yes,NA,NA,NA,0,100-500
421,Shark Crashers,05-03-86,01-08-18,SLOTS,1,0.400974651,Слаб,365.602924,100.202924,0,0,0,0,100.202924,0,0,0.725924172,NA,NA,NA,NA,0,100-500
422,Hot Rod Crashers,19-04-67,01-08-18,SLOTS,1,1.322277804,Среден,134.3445556,39.74455561,0,0,0,0,39.74455561,0,0,0.704159536,NA,NA,NA,NA,0,100-500
423,Star Showdown,23-07-75,01-08-18,SLOTS,5,0.827219692,Среден,35867.08539,295.0153866,570,75,0,132,163.0153866,0.003680254,0.44743429,0.995455014,NA,NA,NA,NA,0,20000-100000
424,Chef Truckers,07-07-87,01-08-18,SLOTS,1,0.287189727,Новак,528.6487589,64.94875891,0,0,0,0,64.94875891,0,0,0.877141944,NA,NA,NA,NA,0,500-1000
425,Justice Comedians,10-10-10,01-08-18,SLOTS,2,0.320701431,Новак,328.2734029,54.77340286,0,0,0,0,54.77340286,0,0,0.833146998,NA,NA,NA,NA,0,100-500
426,Operation Contender,14-06-63,01-08-18,SLOTS,1,0.434363444,Слаб,822.25,190.84,160,65,0,81,109.84,0.098510185,0.424439321,0.866415324,Yes,NA,NA,NA,0,500-1000
427,Fear Fighter,31-08-89,01-08-18,SLOTS,1,3.828431373,Хубав,1221.256863,-184.7431373,0,80,0,80,-264.7431373,0.065506285,-0.433033677,1.216779242,Yes,NA,NA,NA,0,1000-5000
428,Amateur Pickers,19-12-87,01-08-18,SLOTS,1,0.339483066,Новак,381.2394831,-34.86051693,0,0,0,0,-34.86051693,0,0,1.091439944,NA,NA,NA,NA,0,100-500
429,Intervention Wedding,08-12-92,01-08-18,SLOTS,1,0.284514019,Новак,99.15236137,50.95236137,0,0,0,0,50.95236137,0,0,0.486120546,Yes,NA,NA,NA,0,0-100
430,Nanny Experiment,20-11-78,01-08-18,SLOTS,4,0.612919794,Слаб,6467.105002,425.145002,0,90,0,90,335.145002,0.013916582,0.21169248,0.948176966,Yes,NA,NA,NA,0,5000-20000
431,Motorway Challenge,08-08-64,01-08-18,SLOTS,7,2.89355271,Хубав,37842.70137,4622.961368,220,470,0,492,4130.961368,0.013001186,0.106425289,0.890838624,Yes,NA,NA,NA,0,20000-100000
432,Dance Hot Rod,10-01-98,01-08-18,SLOTS,5,1.093181538,Среден,6070.745936,185.8959361,0,15,0,15,170.8959361,0.002470866,0.080690306,0.971849269,Yes,NA,NA,NA,0,5000-20000
433,Extreme of Love,21-10-85,01-08-18,SLOTS,4,0.449507938,Слаб,778.5218195,80.98181953,0,0,0,0,80.98181953,0,0,0.895980026,NA,NA,NA,NA,0,500-1000
434,Extreme Secrets,25-11-73,01-08-18,ROULETTE,1,9.224637681,Слаб,1282.224638,71.12463768,0,0,0,0,71.12463768,0,0,0.944530283,Yes,NA,NA,NA,0,1000-5000
435,Jersey Ladies,17-11-68,01-08-18,SLOTS,1,0.897802198,Среден,97.7456044,60.0456044,0,10,0,10,50.0456044,0.102306391,0.166540084,0.488001484,Yes,NA,NA,NA,0,0-100
436,Wife Rivals,12-12-95,01-08-18,SLOTS,1,0.222580645,Новак,89.7,-0.2,0,0,0,0,-0.2,0,0,1.002229654,Yes,NA,NA,NA,0,0-100
437,Fear Chef,12-06-70,01-08-18,SLOTS,3,0.819728891,Среден,23239.95211,565.6121115,360,135,0,171,394.6121115,0.007358019,0.302327331,0.983020098,Yes,NA,NA,NA,0,20000-100000
438,Ancient Truckers,26-12-81,01-08-18,SLOTS,2,0.3712568,Новак,3361.994985,287.1349853,0,20,0,20,267.1349853,0.005948849,0.069653651,0.920542718,Yes,NA,NA,NA,0,1000-5000
439,Ulitmate Greenlight,12-09-63,01-08-18,SLOTS,18,7.51733846,Хубав,320650.3287,19697.5287,5440,5145,0,5689,14008.5287,0.017742068,0.288817957,0.956312134,Yes,NA,NA,NA,0,OVer 100000
440,Chopper Casino,14-02-96,01-08-18,SLOTS,1,0.22662116,Новак,66.62662116,19.62662116,0,0,0,0,19.62662116,0,0,0.705423736,Yes,NA,NA,NA,0,0-100
441,An American Master,15-01-75,01-08-18,ROULETTE,5,38.08025016,Среден,18341.48293,-69.91706603,0,60,0,60,-129.917066,0.003271273,-0.85815958,1.007083237,Yes,NA,NA,NA,0,5000-20000
442,Auction Pickers,30-01-00,01-08-18,ROULETTE,2,2.83644958,Новак,516.2516807,-14.84831933,0,0,0,0,-14.84831933,0,0,1.028761784,NA,NA,NA,NA,0,500-1000
443,Flying Date,02-03-86,01-08-18,SLOTS,5,0.686239288,Слаб,4111.376313,-8.153686869,0,0,0,0,-8.153686869,0,0,1.001983201,Yes,NA,NA,NA,0,1000-5000
444,Shark Idol,28-10-99,01-08-18,ROULETTE,2,4.962229102,Новак,177.4,45,0,0,0,0,45,0,0,0.746335964,Yes,NA,NA,NA,0,100-500
445,American Family,07-07-82,01-08-18,ROULETTE,11,11.86611306,Слаб,8323.517162,717.5616064,0,155,0,155,562.5616064,0.018621936,0.216009327,0.932412994,NA,NA,NA,NA,0,5000-20000
446,Kid Dad,10-09-69,01-08-18,SLOTS,5,1.435396832,Среден,9882.791247,-562.8087534,0,15,0,15,-577.8087534,0.00151779,-0.026652037,1.05846615,Yes,NA,NA,NA,0,5000-20000
447,American Raiders,14-09-54,01-08-18,SLOTS,1,0.745186788,Слаб,4824.971429,227.3614286,0,0,0,0,227.3614286,0,0,0.952878181,NA,NA,NA,NA,0,1000-5000
448,Style Experiment,10-07-80,01-08-18,ROULETTE,2,96.31090408,Хубав,31425.36851,153.8585106,0,360,0,360,-206.1414894,0.011455713,2.339812069,1.006559716,Yes,NA,NA,NA,0,20000-100000
449,Bachelor Brawlers,10-10-10,01-08-18,SLOTS,1,2.765625,Хубав,224.015625,26.515625,0,0,0,0,26.515625,0,0,0.881634931,NA,NA,NA,NA,0,100-500
450,Paradise Icon,16-10-89,01-08-18,ROULETTE,2,1.43041123,Новак,7640.909847,-26.49015318,0,35,0,35,-61.49015318,0.004580606,-1.321245663,1.008047491,Yes,NA,NA,NA,0,5000-20000
451,Rock Inventor,31-10-53,01-08-18,SLOTS,5,0.62612452,Слаб,2356.791659,230.3916593,0,20,0,20,210.3916593,0.008486113,0.086808698,0.910729632,Yes,NA,NA,NA,0,1000-5000
452,Star Kitchen,31-10-51,01-08-18,SLOTS,1,0.627514343,Слаб,329.4850287,-10.02497131,0,0,0,0,-10.02497131,0,0,1.030426182,NA,NA,NA,NA,0,100-500
453,Wedding Wishes,05-05-96,01-08-18,SLOTS,2,0.563856356,Слаб,382.4981818,14.12818182,0,0,0,0,14.12818182,0,0,0.963063401,NA,NA,NA,NA,0,100-500
454,Amateur Files,05-12-91,01-08-18,ROULETTE,3,6.467096561,Слаб,881.644765,7.774764957,0,0,0,0,7.774764957,0,0,0.991181522,NA,NA,NA,NA,0,500-1000
455,Backyard Icon,16-11-82,01-08-18,SLOTS,1,0.394469831,Новак,249.5912888,49.39128882,0,0,0,0,49.39128882,0,0,0.802111327,NA,NA,NA,NA,0,100-500
456,Storage Job,13-03-99,01-08-18,SLOTS,2,0.260085837,Новак,62.86008584,49.84008584,0,0,0,0,49.84008584,0,0,0.207126666,Yes,NA,NA,NA,0,0-100
457,Auction Eats,13-11-51,01-08-18,SLOTS,3,0.529720669,Слаб,2844.99,451,50,10,0,15,436,0.005272426,0.033259424,0.846748143,Yes,NA,NA,NA,0,1000-5000
458,An American Date,08-08-08,01-08-18,SLOTS,1,0.304166667,Новак,47.75416667,9.964166667,0,0,0,0,9.964166667,0,0,0.79134456,Yes,NA,NA,NA,0,0-100
459,New York Treasure,27-05-72,01-08-18,SLOTS,1,0.92762367,Среден,2177.976237,155.0262367,0,0,0,0,155.0262367,0,0,0.92882097,NA,NA,NA,NA,0,1000-5000
460,Empire Life,02-07-77,01-08-18,SLOTS,2,1.171376315,Среден,1900.812435,35.40243546,0,0,0,0,35.40243546,0,0,0.981375103,Yes,NA,NA,NA,0,1000-5000
461,Craft Makeover,03-09-77,01-08-18,SLOTS,1,0.350364964,Новак,96.35036496,69.79036496,0,0,0,0,69.79036496,0,0,0.275660606,NA,NA,NA,NA,0,0-100
462,Surf Girls,10-10-10,01-08-18,SLOTS,1,1.631701632,Среден,701.6317016,400.1317016,0,0,0,0,400.1317016,0,0,0.429712625,NA,NA,NA,NA,0,500-1000
463,Single Marvels,12-05-99,01-08-18,ROULETTE,1,2.666666667,Новак,48,12,0,0,0,0,12,0,0,0.75,NA,NA,NA,NA,0,0-100
464,Millionaire Project,23-01-76,01-08-18,SLOTS,1,0.49471676,Слаб,260.8524508,-50.89754916,0,0,0,0,-50.89754916,0,0,1.195120073,NA,NA,NA,NA,0,100-500
465,Backyard Dancing,08-06-93,01-08-18,SLOTS,1,0.366415123,Новак,89.43566049,66.31566049,0,0,0,0,66.31566049,0,0,0.258509859,Yes,NA,NA,NA,0,0-100
466,Clean Dad,20-02-92,01-08-18,ROULETTE,1,3.916,Новак,148.4668108,-2.933189189,0,0,0,0,-2.933189189,0,0,1.019756531,NA,NA,NA,NA,0,100-500
